title,description,genre,published_date,authors,processed_description
the glass menagerie,the only single edition now available of this american classic about a mother obsessed with her disabled daughter,romance,1999.0,tennessee williams,single edition available american classic mother obsessed disabled daughter
sons and lovers,a provocative portrait of an artist torn between love for his possessive mother and desire for two young beautiful women it is also the story of paul morels growing into manhood torn by both inner and outer conflict,romance,1977.0,david herbert lawrence,provocative portrait artist torn love possessive mother desire two young beautiful woman also story paul morel growing manhood torn inner outer conflict
a beautiful wedding,you know that abby abernathy unexpectedly became mrs maddox but what do you really know why did abby pop the question what secrets were shared before the ceremony where did they spend their wedding night who else knew about it    and didnt tell everything about abby and traviss elopement was topsecret    until now fans of beautiful disaster and walking disaster will get all of their questions answered in this whirlwind tale of the wedding day and nightprovided by publisher,romance,2014.0,jamie mcguire,know abby abernathy unexpectedly became mr maddox really know abby pop question secret shared ceremony spend wedding night else knew didnt tell everything abby traviss elopement topsecret fan beautiful disaster walking disaster get question answered whirlwind tale wedding day nightprovided publisher
white hot,when her younger brother commits suicide sayre lynch returns to her hometown for the funeral and finds herself drawn into a web cast by her controlling and tyrranical father,romance,2005.0,sandra brown,younger brother commits suicide sayre lynch return hometown funeral find drawn web cast controlling tyrranical father
a wanted man a stone creek novel,this edition published by arrangement with harlequin books satp verso,romance,2013.0,linda lael miller,edition published arrangement harlequin book satp verso
the butterflys daughter,now in paperback from new york timesbestselling author monroe the story of four very different women who embark on a transformational journey following the migrating monarchs across the united states,romance,2012.0,mary alice monroe,paperback new york timesbestselling author monroe story four different woman embark transformational journey following migrating monarch across united state
marriage most scandalous,set in regencyera england this latest historical romance by a new york times bestselling author is the story of a spunky aristocratic lady and a brooding mercenary whose services come at a price,romance,2006.0,johanna lindsey,set regencyera england latest historical romance new york time bestselling author story spunky aristocratic lady brooding mercenary whose service come price
just for now,amandas infatuation with bad boy preston knows no limits,romance,2013.0,abbi glines,amandas infatuation bad boy preston know limit
if not for you,moving away from her oppressive parents in the hopes of taking charge of her own life beth takes a job as a school music teacher and initially resists her attraction to a tattooed mechanic who is the epitome of everything her conservative parents fear,romance,2017.0,debbie macomber,moving away oppressive parent hope taking charge life beth take job school music teacher initially resists attraction tattooed mechanic epitome everything conservative parent fear
spirit bound,the international number 1 bestselling vampire academy series by richelle mead is now a major motion picture read it before it hits cinemas in 2014 salvation has its price    fall in love with rose and dimitri all over again in spirit bound the anticipated fifth novel in richelle meads enthralling vampire academy series after a long and heartbreaking journey to siberia dimitris birthplace rose hathaway has finally returned to st vladimirs  and to her best friend lissa dragomir its graduation and the girls cant wait for their real lives outside the academys cold iron gates to finally begin but even with the intrigue and excitement of court life looming roses heart still aches for dimitri hes out there somewhere she failed to kill him when she had the chance and now her worst fears are about to come true dimitri has tasted her blood and she knows in her heart that he is hunting her and if rose wont join him he wont rest until he has silenced her    forever but rose cant forget what she learned on her journey  whispers of a magic too impossible and terrifying to comprehend a magic inextricably tied to lissa that could hold the answer to all of roses prayers but not without devastating consequences now rose will have to decide what  and who  matters most to her and in the end is true love really worth the price penguinteenaustraliacom,romance,2010.0,richelle mead,international number 1 bestselling vampire academy series richelle mead major motion picture read hit cinema 2014 salvation price fall love rose dimitri spirit bound anticipated fifth novel richelle mead enthralling vampire academy series long heartbreaking journey siberia dimitris birthplace rose hathaway finally returned st vladimirs best friend lissa dragomir graduation girl cant wait real life outside academy cold iron gate finally begin even intrigue excitement court life looming rose heart still ache dimitri he somewhere failed kill chance worst fear come true dimitri tasted blood know heart hunting rose wont join wont rest silenced forever rose cant forget learned journey whisper magic impossible terrifying comprehend magic inextricably tied lissa could hold answer rose prayer without devastating consequence rose decide matter end true love really worth price penguinteenaustraliacom
thus bad begins,named a best book of the year by the boston globe and los angeles times from the internationally acclaimed author of the infatuations comes the mesmerizing story of a couple living in the shadow of a mysterious unhappy historya novel about the cruel tender punishments we exact on those we love madrid 1980 juan de vere nearly finished with his university degree takes a job as personal assistant to eduardo muriel an eccentric oncesuccessful film director urbane discreet irreproachable muriel is an irresistible idol to the young man but muriels voluptuous wife beatriz inhabits their home like an unwanted ghost and on the periphery of their lives is dr jorge van vechten a family friend implicated in unsavory rumors that muriel now asks juan to investigate as juan draws closer to the truth he uncovers only more questions what is at the root of muriels hostility toward his wife how did beatriz meet van vechten what happened during the war marías leads us deep into the intrigues of these characters through a daring exploration of rancor suspicion loyalty trust and the infinitely permeable boundaries between the deceptions perpetrated on us by others and those we inflict upon ourselves,romance,2016.0,javier marías,named best book year boston globe los angeles time internationally acclaimed author infatuation come mesmerizing story couple living shadow mysterious unhappy historya novel cruel tender punishment exact love madrid 1980 juan de vere nearly finished university degree take job personal assistant eduardo muriel eccentric oncesuccessful film director urbane discreet irreproachable muriel irresistible idol young man muriels voluptuous wife beatriz inhabits home like unwanted ghost periphery life dr jorge van vechten family friend implicated unsavory rumor muriel asks juan investigate juan draw closer truth uncovers question root muriels hostility toward wife beatriz meet van vechten happened war marías lead u deep intrigue character daring exploration rancor suspicion loyalty trust infinitely permeable boundary deception perpetrated u others inflict upon
holly,holly believes that she may finally have a chance with the man she has loved for years until she meets an undeniably attractive stranger and spends the weekend with him,romance,2004.0,jude deveraux,holly belief may finally chance man loved year meet undeniably attractive stranger spends weekend
sunset in st tropez,taking a vacation together to grieve over the death of one of their group five friends are dismayed by the ramshackle mansion they find instead of the garden villa they expected and the unexpected appearance of the new girlfriend of the widowed husband,romance,2002.0,danielle steel,taking vacation together grieve death one group five friend dismayed ramshackle mansion find instead garden villa expected unexpected appearance new girlfriend widowed husband
promise me tomorrow,a heartwarming story of love trust and family from the author of the bestselling where the wild rose blooms whispers of moonlight and to know her by name how can rusty convince mr mccandles to trust god and to show love for his son quinton,romance,1997.0,lori wick,heartwarming story love trust family author bestselling wild rose bloom whisper moonlight know name rusty convince mr mccandles trust god show love son quinton
the pursuit,nick fox international con man and a fugitive on the fbis most wanted list has been kidnapped from a beach front retreat in hawaii but the kidnapper doesnt know that nick has been secretly working for the fbi nicks partner special agent kate ohare takes off in pursuit of the kidnappers the trail leads to belgium france and italy and pits nick against a deadly adversary dragan kovic an exserbian military officer who is planning a crime that will net millions and cost thousands of american lives nick and kate mount the most risky and audacious con theyve ever attempted in an effort to stop kovic from launching a catastrophe of epic proportions,romance,2016.0,janet evanovich lee goldberg,nick fox international con man fugitive fbi wanted list kidnapped beach front retreat hawaii kidnapper doesnt know nick secretly working fbi nick partner special agent kate ohare take pursuit kidnapper trail lead belgium france italy pit nick deadly adversary dragan kovic exserbian military officer planning crime net million cost thousand american life nick kate mount risky audacious con theyve ever attempted effort stop kovic launching catastrophe epic proportion
harvest moon,after collapsing at work souschef kelly matlock retreats to her sisters home in virgin river where she meets widower lief holbrook and as romance blossoms between them liefs stepdaughters antics threaten to tear them apart,romance,2015.0,robyn carr,collapsing work souschef kelly matlock retreat sister home virgin river meet widower lief holbrook romance blossom liefs stepdaughter antic threaten tear apart
darling jasmine,at king jamess insistence jasmine is to marry jemmie leslie though they shared a night of unforgettable passion she is adamant in her refusal to marry yet once he sees her again jemmie vows to win the elusive jasmine back    and take her beyond ecstasy,romance,1997.0,bertrice small,king james insistence jasmine marry jemmie leslie though shared night unforgettable passion adamant refusal marry yet see jemmie vow win elusive jasmine back take beyond ecstasy
emma,each of these four crocheted afghans by sandy rideout has its own fun details that kids will love such as dimensional wings or a lacy pattern in the edging there are blackandyellow bumble bees buzzing on a red throw sweet lady bugs marching on a white and green afghan multicolored butterflies on a black throw with variegated borders and edging and a dragonfly blanket that is lovely in shades of lavender and blue,romance,1996.0,jane austen,four crocheted afghan sandy rideout fun detail kid love dimensional wing lacy pattern edging blackandyellow bumble bee buzzing red throw sweet lady bug marching white green afghan multicolored butterfly black throw variegated border edging dragonfly blanket lovely shade lavender blue
a loving scoundrel,danny grew up on the streets of london as a pickpocket but jeremy malory rescues her and hires her as his upstairs maid,romance,2004.0,johanna lindsey,danny grew street london pickpocket jeremy malory rescue hire upstairs maid
the viscount who loved me, 1 new york times bestseller the inspiration for season two of bridgerton a series created by shondaland for netflix from 1 new york times bestselling author julia quinn the story of anthony bridgerton in the second of her beloved regencyset novels featuring the charming powerful bridgerton family anthonys story this time the gossip columnists have it wrong londons most elusive bachelor anthony bridgerton hasnt just decided to marryhes even chosen a wife the only obstacle is his intendeds older sister kate sheffieldthe most meddlesome woman ever to grace a london ballroom the spirited schemer is driving anthony mad with her determination to stop the betrothal but when he closes his eyes at night kates the woman haunting his increasingly erotic dreams contrary to popular belief kate is quite sure that reformed rakes do not make the best husbandsand anthony bridgerton is the most wicked rogue of them all kates determined to protect her sisterbut she fears her own heart is vulnerable and when anthonys lips touch hers shes suddenly afraid she might not be able to resist the reprehensible rake herself,romance,2022.0,julia quinn,1 new york time bestseller inspiration season two bridgerton series created shondaland netflix 1 new york time bestselling author julia quinn story anthony bridgerton second beloved regencyset novel featuring charming powerful bridgerton family anthony story time gossip columnist wrong london elusive bachelor anthony bridgerton hasnt decided marryhes even chosen wife obstacle intendeds older sister kate sheffieldthe meddlesome woman ever grace london ballroom spirited schemer driving anthony mad determination stop betrothal close eye night kates woman haunting increasingly erotic dream contrary popular belief kate quite sure reformed rake make best husbandsand anthony bridgerton wicked rogue kates determined protect sisterbut fear heart vulnerable anthony lip touch shes suddenly afraid might able resist reprehensible rake
sense and sensibility,classics with legible texts you can actually read at a fantastic price,romance,2012.0,jane austen,classic legible text actually read fantastic price
love only once,the exquisite niece of lord edward and lady charlotte malory regina ashton is outraged over her abduction by the arrogant devilishly handsome nicholas eden and is determined to make the rogue pay with his heart,romance,1985.0,johanna lindsey,exquisite niece lord edward lady charlotte malory regina ashton outraged abduction arrogant devilishly handsome nicholas eden determined make rogue pay heart
last voyage of the valentina,originally published in great britain in 2005 by hodder and stoughtontp verso,romance,2006.0,santa montefiore,originally published great britain 2005 hodder stoughtontp verso
second chance,freewheeling fashion magazine editor fiona monaghan meets her matchand oppositein conservative widower john anderson who accompanies her to a paris couture show and unexpectedly steals her heart a development that prompts both to adapt their contrasting lifestyles 900000 first printing,romance,2004.0,danielle steel,freewheeling fashion magazine editor fiona monaghan meet matchand oppositein conservative widower john anderson accompanies paris couture show unexpectedly steal heart development prompt adapt contrasting lifestyle 900000 first printing
jane eyre,brontes infamous gothic novel tells the story of orphan jane a child of unfortunate circumstances raised and treated badly by her aunt and cousins and eventually sent away to a cruel boarding school it is not until jane becomes a governess at thornfield that she finds happiness meek measured but determined jane soon falls in love with her brooding and stormy master mr rochester but it is not long before strange and unnerving events occur in the house and jane is forced to leave thornfield to pursue her future,romance,2010.0,charlotte brontë,bronte infamous gothic novel tell story orphan jane child unfortunate circumstance raised treated badly aunt cousin eventually sent away cruel boarding school jane becomes governess thornfield find happiness meek measured determined jane soon fall love brooding stormy master mr rochester long strange unnerving event occur house jane forced leave thornfield pursue future
just once,1941 bloomington indiana irvel ellis is too focused on her secret to take much notice in the war raging overseas shes dating sam but in love with his brother hank when pearl harbor is attacked their lives are turned upside down overnight sam is drafted hank wants to enlist but sam insists he stay home and take up the battle on the home front while sam fights in europe an undeniable chemistry builds between irvel and hank but neither would dare cross that line when a devastating telegram comes hank enlists the next day and has just two weeks until he ships out years later hank and irvel make a series of vhs tapes for her to play as she sinks into alzheimers determined to keep some of her memories alive  adapted from publisher info and perusal of book,romance,2023.0,karen kingsbury,1941 bloomington indiana irvel elli focused secret take much notice war raging overseas shes dating sam love brother hank pearl harbor attacked life turned upside overnight sam drafted hank want enlist sam insists stay home take battle home front sam fight europe undeniable chemistry build irvel hank neither would dare cross line devastating telegram come hank enlists next day two week ship year later hank irvel make series vhs tape play sink alzheimers determined keep memory alive adapted publisher info perusal book
the legacy,an australian sheep ranchers dying wish is that his daughter marry the man who was both her first love and unfaithful to her a decade earlier,romance,1994.0,linda lael miller,australian sheep rancher dying wish daughter marry man first love unfaithful decade earlier
the wedding,connor macalister kidnaps and marries lady brenna and professes only to want her for the heir she can give him but he soon realizes he longs to hear that she returns his undying love,romance,2002.0,julie garwood,connor macalister kidnaps marries lady brenna professes want heir give soon realizes longs hear return undying love
a man to call my own,charismatic twins amanda and marlan laton sent to live with their aunt on a sprawling 1870s texas ranch find themselves competing for the love of cowboy neighbor chad kinkaid,romance,2004.0,johanna lindsey,charismatic twin amanda marlan laton sent live aunt sprawling 1870s texas ranch find competing love cowboy neighbor chad kinkaid
rising tides,new york times bestselling author nora roberts presents the second novel in a dramatic trilogy of three men who return home to honor their fathers last wishto care for seth a troubled boy in need of a family the first novel sea swept brings the character of cameron quinn a racing boat driver to life here the quiet brother a fisherman ethan quinns character is explored,romance,1998.0,nora roberts,new york time bestselling author nora robert present second novel dramatic trilogy three men return home honor father last wishto care seth troubled boy need family first novel sea swept brings character cameron quinn racing boat driver life quiet brother fisherman ethan quinns character explored
last sacrifice,the final heart wrenching episode at st vladimirs academy rose is on trial for high treason and the death of queen tatiana someone is trying to frame her and it looks like even dimitri might not be able to save her now,romance,2010.0,richelle mead,final heart wrenching episode st vladimirs academy rose trial high treason death queen tatiana someone trying frame look like even dimitri might able save
north and south,milton is a sooty noisy northern town centred around the cotton mills that employ most of its inhavitants arriving from a rural idyll in the south margaret hale is initially shocked by the social unrest and povery she finds in her new home town  back cover,romance,1927.0,elizabeth cleghorn gaskell,milton sooty noisy northern town centred around cotton mill employ inhavitants arriving rural idyll south margaret hale initially shocked social unrest povery find new home town back cover
a holiday of love,in new york city in the late 1800s a beautiful but clumsy angel turns a lonely mans life around in medieval scotland the intrigues of a christmas mass imperil two highland loversin regency london a worldweary lord receives an outrageous proposaland in modernday colorado a clever twelveyearold plays matchmaker for his bighearted but impractical mother,romance,2005.0,jude deveraux arnette lamb jill barnett judith mcnaught,new york city late 1800s beautiful clumsy angel turn lonely man life around medieval scotland intrigue christmas mass imperil two highland loversin regency london worldweary lord receives outrageous proposaland modernday colorado clever twelveyearold play matchmaker bighearted impractical mother
fallen too far,blaire wynn left her small farmhouse in alabama after her mother passed away to move in with her father and his new wife in their sprawling beach house along the florida gulf coast she isnt prepared for the lifestyle change and she knows shell never fit into this world then there is her sexy stepbrother rush who is as spoiled as he is gorgeous he is also getting under her skin she knows he is anything but good for her and that hell never be faithful to anyone,romance,2012.0,abbi glines,blaire wynn left small farmhouse alabama mother passed away move father new wife sprawling beach house along florida gulf coast isnt prepared lifestyle change know shell never fit world sexy stepbrother rush spoiled gorgeous also getting skin know anything good hell never faithful anyone
impossible,brought together by their mutual interest in art sasha a widowed art gallery owner with grown children and liam a successful artist nine years her junior find new meaning in their lives through their relationship with each other,romance,2005.0,danielle steel,brought together mutual interest art sasha widowed art gallery owner grown child liam successful artist nine year junior find new meaning life relationship
obsidian,a liz pelletier collection bookp 4 of cover,romance,2012.0,jennifer l armentrout,liz pelletier collection bookp 4 cover
west side story,from the silver screen to the great white wayone of the greatest stories of all time they came together through love but violence threatened to tear them apart maria was young and innocent and had never known loveuntil tony and he who had been seeking something beyond the savagery of the streets discovered it with her but marias brother was leader of the sharks and tony had once led the rival jets now both gangs were claiming the same turf tony promised maria that he would stay out of it would he be able to keep his word or would their newfound love be destroyed by sudden death,romance,1990.0,irving shulman,silver screen great white wayone greatest story time came together love violence threatened tear apart maria young innocent never known loveuntil tony seeking something beyond savagery street discovered maria brother leader shark tony led rival jet gang claiming turf tony promised maria would stay would able keep word would newfound love destroyed sudden death
the girl from summer hill,the first novel of new york times bestselling author jude deverauxs breathtaking series set in summer hill a small town where love takes centre stage against the backdrop of jane austens pride and prejudice enter elizabeth bennet chef casey reddick has had it up to here with men arriving in the charming town of summer hill virginia peace and quiet on the picturesque tattwell plantation is just what she needs but the tranquillity is broken one morning when she sees a gorgeous naked man on her porch enter mr darcy what tate landers hollywood heartthrob and owner of tattwell doesnt need on a bittersweet trip to his ancestral home is a woman spying on him his anger which looks so good on the screen makes a bad first impression on casey  and she lets him know it,romance,2016.0,jude deveraux,first novel new york time bestselling author jude deverauxs breathtaking series set summer hill small town love take centre stage backdrop jane austen pride prejudice enter elizabeth bennet chef casey reddick men arriving charming town summer hill virginia peace quiet picturesque tattwell plantation need tranquillity broken one morning see gorgeous naked man porch enter mr darcy tate lander hollywood heartthrob owner tattwell doesnt need bittersweet trip ancestral home woman spying anger look good screen make bad first impression casey let know
savor the moment,wedding baker laurel mcbane is surrounded by romance working at vows wedding planning company with her best friends parker emma and mac lowkey and unpretentious she longs for the seemingly unreachable ivy league lawyer delaney parkers older brother,romance,2010.0,nora roberts,wedding baker laurel mcbane surrounded romance working vow wedding planning company best friend parker emma mac lowkey unpretentious longs seemingly unreachable ivy league lawyer delaney parker older brother
sweet ache,the new york times bestselling author of the driven series turns up the heat when a sexy bet turns into so much more hawkin play the bad boy rock star with a good guy heart has lived a lifetime of cleaning up after his twin brothers mistakes hunters most recent screwup could land hawke in jail and risk the bands future hawke agrees to guest lecture at a local college to stay in the judges good gracesand a bet with his bandmate to seduce his sexy teaching assistant is icing on the cake quinlan westin is harder to bed than hawke imagined she knows his type and is determined to avoid the rocker at all costseven if their attraction runs deeper than simple lust just as hawke might finally be winning over the girl his brother has other plans when hunter realizes his twin finally has a weakness hell stop at nothing to take advantage,romance,2015.0,k bromberg,new york time bestselling author driven series turn heat sexy bet turn much hawkin play bad boy rock star good guy heart lived lifetime cleaning twin brother mistake hunter recent screwup could land hawke jail risk band future hawke agrees guest lecture local college stay judge good gracesand bet bandmate seduce sexy teaching assistant icing cake quinlan westin harder bed hawke imagined know type determined avoid rocker costseven attraction run deeper simple lust hawke might finally winning girl brother plan hunter realizes twin finally weakness hell stop nothing take advantage
persuasion,classics with legible texts you can actually read at a fantastic price,romance,2012.0,jane austen,classic legible text actually read fantastic price
malafrena,transports the reader to a europe of the imagination orsinia when itale sorde is swept up in the revolutionary storms of his day renouncing both his inheritance and the love of his life for his dream of revolution and the firey woman who wants him for her own,romance,1980.0,ursula k le guin,transport reader europe imagination orsinia itale sorde swept revolutionary storm day renouncing inheritance love life dream revolution firey woman want
a new hope,starting over in a small town after the tragic loss of her child florist ginger dysart begins working on a big family wedding before forging a friendship that evolves into something more,romance,2015.0,robyn carr,starting small town tragic loss child florist ginger dysart begin working big family wedding forging friendship evolves something
wait for you,some things are worth waiting for travelling thousands of miles from home to enter college is the only way 19yearold avery morgansten can escape an event that changed her life forever all she needs to do is keep her head down  the one thing she never planned on was capturing the attention of the only guy who could shatter her defences cameron hamilton is six feet and three inches of swoonworthy hotness she knows she needs to stay away from him but cam is everywhere with his charm his banter and that dimple thats just so lickable getting involved with him is dangerous but ignoring their simmering tension is impossible when avery starts receiving threatening emails and phone calls she realises that someone from her past is refusing to let her go when the devastating truth comes out will cam be there to help her or will he be dragged down with her,romance,2013.0,j lynn,thing worth waiting travelling thousand mile home enter college way 19yearold avery morgansten escape event changed life forever need keep head one thing never planned capturing attention guy could shatter defence cameron hamilton six foot three inch swoonworthy hotness know need stay away cam everywhere charm banter dimple thats lickable getting involved dangerous ignoring simmering tension impossible avery start receiving threatening email phone call realises someone past refusing let go devastating truth come cam help dragged
someone to honor,abigail westcott must contend with the infuriating charms of gilbert bennington the officer who has escorted her wounded brother harry home from the napoleonic wars,romance,2019.0,mary balogh,abigail westcott must contend infuriating charm gilbert bennington officer escorted wounded brother harry home napoleonic war
how to entice an enchantress,scarred in a terrible accident the gruff lord kirk becomes a recluse from societyuntil he meets his neighbor a young beauty who shares his love for poetry and books,romance,2013.0,karen hawkins,scarred terrible accident gruff lord kirk becomes recluse societyuntil meet neighbor young beauty share love poetry book
fine things,the story of a man who learns that ones capacity to love is not reached until it is tested,romance,1988.0,danielle steel,story man learns one capacity love reached tested
sunny chandlers return,sandra brown has won over fans and critics throughout the world with more than fifty new york times bestselling novels her early works were hailed by rendezvous magazine as stories with larger than life heroes and heroines who make you believe all the warm wonderful wild things in life here is the unforgettable story of a woman who returns to her small hometown in the southand finds that the sins of her past are right where she left them never sunny chandler always said shed never go back to the tiny town where she grew up it was just three years ago that she was at the center of a notorious scandaland the good folks of latham green louisiana made it clear theyd never let her forget it so sunny packed up and headed for new orleans and now she wouldnt give up city life for the world but when shes invited to her best friends wedding sunny has no choice but to go home and with her return come the whispersthe looksthe rumors she tried to escape it doesnt take sunny long to see that latham green has nothing new to offer except maybe ty beaumont the moment ty and sunny first meet at a party he can see shes no ordinary woman with her dazzling hair and eyes the color of gold shes a fleshandblood fantasyand ty vows hell have her in his bed before the week is out yet even when he turns on his southern charm sunny makes it clear shes not interested sure a night with ty would be wilder than bourbon street at mardi gras but sunnys not in town to become some good ol boys latest conquest no matter how sexy he is little does she know that ty isntused to taking no for an answerand he isnt about to start now soon what began as an innocent flirtation becomes a tantalizingly slow skillfully deliberate and overwhelmingly seductive pursuit that even sunny finds hard to resist but resist him she will for sunny is harboring an agonizing secretthe painful truth of why she left latham green the way she did what she really needs now is a friendand thats when she discovers there may be more to ty beaumont than meets the eye despite his roguish facade sunny comes to see he has a heart of gold still she doesnt know if she can trust another person with her secret heartbreaknot even the one man who may be able to heal it,romance,2004.0,sandra brown,sandra brown fan critic throughout world fifty new york time bestselling novel early work hailed rendezvous magazine story larger life hero heroine make believe warm wonderful wild thing life unforgettable story woman return small hometown southand find sin past right left never sunny chandler always said shed never go back tiny town grew three year ago center notorious scandaland good folk latham green louisiana made clear theyd never let forget sunny packed headed new orleans wouldnt give city life world shes invited best friend wedding sunny choice go home return come whispersthe looksthe rumor tried escape doesnt take sunny long see latham green nothing new offer except maybe ty beaumont moment ty sunny first meet party see shes ordinary woman dazzling hair eye color gold shes fleshandblood fantasyand ty vow hell bed week yet even turn southern charm sunny make clear shes interested sure night ty would wilder bourbon street mardi gras sunnys town become good ol boy latest conquest matter sexy little know ty isntused taking answerand isnt start soon began innocent flirtation becomes tantalizingly slow skillfully deliberate overwhelmingly seductive pursuit even sunny find hard resist resist sunny harboring agonizing secretthe painful truth left latham green way really need friendand thats discovers may ty beaumont meet eye despite roguish facade sunny come see heart gold still doesnt know trust another person secret heartbreaknot even one man may able heal
the missing sister,from sunday times no1 bestselling author lucinda riley comes the latest installment in the epic multimillionselling series the seven sisters the story of merope the missing sister is waiting to be told    following georg hoffmans revelation that he may have found the missing sister maia and ally discover that all they have to go on is an address of a vineyard in new zealand plus a drawing of an unusual starshaped emerald ring deciding that cece who lives in australia is the closest they send her to investigate with her partner chrissie so begins a race against time to identify the missing sister so she can join her sisters on the titan to lay a wreath at a spot on the aegean sea where ally last saw pa salts boat its a race that takes them across the globe as mary mcdougal the woman who has the emerald ring that can confirm for certain if her daughter marykate is the missing sister has embarked on a world tour after the death of her husband as each sister takes their turn to trace her in new zealand canada england france and ireland the elusive mary manages to slip through their fingers and it seems that she does not want to be found,romance,2021.0,lucinda riley,sunday time no1 bestselling author lucinda riley come latest installment epic multimillionselling series seven sister story merope missing sister waiting told following georg hoffman revelation may found missing sister maia ally discover go address vineyard new zealand plus drawing unusual starshaped emerald ring deciding cece life australia closest send investigate partner chrissie begin race time identify missing sister join sister titan lay wreath spot aegean sea ally last saw pa salt boat race take across globe mary mcdougal woman emerald ring confirm certain daughter marykate missing sister embarked world tour death husband sister take turn trace new zealand canada england france ireland elusive mary manages slip finger seems want found
the winemakers wife,if you love the beekeepers promiseand the tattooist of auschwitzthen youll adore this beautiful story of love loss hope and survival east of paris in the sundrenched vineyards of northern france lies the famous champagne house maison chauveau but behind the extravagant exterior of the grand house is a world of secrets 1940 when young ines married into the famed chauveau family she dreamed of working alongside her husband and raising their beautiful children but with german occupation comes a life of fear for herself for the husband who has joined the resistance and for celine the jewish wife of their chief vintner as the nazis march ever closer ines will be faced with a terrible choice 2019 liv kent has lost everything her job her husband and the family she thought they were building alone and adrift she leaps at the chance to join her eccentric grandmother on a trip to champagne but its not long before past and present collide and in a desperate search for the truth liv is led straight to the maison chauveau what readers are saying about the winemakers wife a beautifully woven tale of love betrayal and redemption goodreads reviewer 5 stars this is a story of lovethrough generations of the french resistanceand families of blood and choice fabulous read amazon reviewer 5 stars a memorable book that weaves a heartbreaking yet hopeful tale this book is fascinating and a must read goodreads reviewer 5 stars it is a story of love and betrayal its also a story of forgiveness kept me intensely interesteduntil the very end amazon reviewer 5 stars a deeply thoughtful historical fictionnovel based on details of reallife resistance activities that occurred in france during world war ii gwendalynbooksblog i would highly recommendthe winemakers wifeto those who like historical fiction and womens fiction a 5 star for me stories unfolded blog this was a wonderfully twisty book i definitely want to read more from this author the good the bad and the unread,romance,2021.0,kristen harmel,love beekeeper promiseand tattooist auschwitzthen youll adore beautiful story love loss hope survival east paris sundrenched vineyard northern france lie famous champagne house maison chauveau behind extravagant exterior grand house world secret 1940 young ines married famed chauveau family dreamed working alongside husband raising beautiful child german occupation come life fear husband joined resistance celine jewish wife chief vintner nazi march ever closer ines faced terrible choice 2019 liv kent lost everything job husband family thought building alone adrift leap chance join eccentric grandmother trip champagne long past present collide desperate search truth liv led straight maison chauveau reader saying winemaker wife beautifully woven tale love betrayal redemption goodreads reviewer 5 star story lovethrough generation french resistanceand family blood choice fabulous read amazon reviewer 5 star memorable book weave heartbreaking yet hopeful tale book fascinating must read goodreads reviewer 5 star story love betrayal also story forgiveness kept intensely interesteduntil end amazon reviewer 5 star deeply thoughtful historical fictionnovel based detail reallife resistance activity occurred france world war ii gwendalynbooksblog would highly recommendthe winemaker wifeto like historical fiction womens fiction 5 star story unfolded blog wonderfully twisty book definitely want read author good bad unread
ps i still love you,lara jean and her love letters are back in this irresistible sequel to to all the boys ive loved before,romance,2015.0,jenny han,lara jean love letter back irresistible sequel boy ive loved
northanger abbey,classics with legible texts you can actually read at a fantastic price,romance,2012.0,jane austen,classic legible text actually read fantastic price
the cottage,facing destitution after decades of hollywood fame silver screen legend cooper winslow finds unexpected friends in tenants mark friedman and jimmy oconnor after marks teenage children bring chaos and renewed life to coopers carefully ordered estate,romance,2002.0,danielle steel,facing destitution decade hollywood fame silver screen legend cooper winslow find unexpected friend tenant mark friedman jimmy oconnor mark teenage child bring chaos renewed life cooper carefully ordered estate
the marriage spell,the new york times bestselling author of a kiss of fate delivers a spellbinding regency romance where magic is commonplace but desire is the most mysteriousand seductiveforce of all,romance,2006.0,mary jo putney,new york time bestselling author kiss fate delivers spellbinding regency romance magic commonplace desire mysteriousand seductiveforce
almost forever,almost forever by linda howard released on jul 24 1998 is available now for purchase,romance,1998.0,linda howard,almost forever linda howard released jul 24 1998 available purchase
if morning ever comes,a touchingly funny tale from the pultizer prizewinning author of saint maybe ben joe hawkes comes from a large cheerful family of women but when one of his sisters takes her baby and leaves her husband everythingincluding his perceptions of the pastchanges phenomenalthe new york times copyright  libri gmbh all rights reserved,romance,1983.0,anne tyler,touchingly funny tale pultizer prizewinning author saint maybe ben joe hawkes come large cheerful family woman one sister take baby leaf husband everythingincluding perception pastchanges phenomenalthe new york time copyright libri gmbh right reserved
the thirteen,this series of three novellas is unified by an overarching motif in all three tales a mysterious secret society known as the thirteen is at work behind the scenes the men in the group have pledged eternal loyalty to each other and if any member ever finds himself in peril it is the sworn duty of the others to come to his aid honore de balzac uses this premise as a device to explore a wide range of topics including clashes between different classes of society doomed romances and intrigue driven by greed,romance,2014.0,honore de balzac,series three novella unified overarching motif three tale mysterious secret society known thirteen work behind scene men group pledged eternal loyalty member ever find peril sworn duty others come aid honore de balzac us premise device explore wide range topic including clash different class society doomed romance intrigue driven greed
