title,description,genre,published_date,authors,processed_description
the firebird,from the new york times bestselling author of the winter sea and the vanished days when a woman brings a small wooden carving into the art dealership claiming it once belonged to a russian empress nicola marters boss believes it is worthless but nicola has an unwanted if rare psychic gift holding the firebird in her hands she knows this woman is telling the truth compelled to uncover its true history nicola must put her own past behind her she contacts an old flame who can access the past in a way no one else can together they can find the real story of the firebird following history from scotland to belgium and to st petersburg the firebird is a sweeping story of love sacrifice courage and redemption a journey that spans centuries and lifetimes to connect the past with the future praise for susanna kearsley sometimes an author catches lightning in a bottle and susanna kearsley has done just that new york journal of books a deeply engaging romance and a compelling historical novel bernard cornwell author of the last kingdom kearsley is nothing less than a magician weaving together the past and the present in yet another marvellous genrebending romantic mysterious and utterly unputdownable novel m j rose author of seduction will stay with you long after you put it down her deft touch with historical intrigue is matched only by her delivery of a contemporary heroine who is as unique as she is memorable deanna raybourn author of the dark enquiry fascinating immersive and twisty  twists not only of plot but of character and time diana gabaldon author of the outlander series,romance,2023,susanna kearsley,new york time bestselling author winter sea vanished day woman brings small wooden carving art dealership claiming belonged russian empress nicola marters bos belief worthless nicola unwanted rare psychic gift holding firebird hand know woman telling truth compelled uncover true history nicola must put past behind contact old flame access past way one else together find real story firebird following history scotland belgium st petersburg firebird sweeping story love sacrifice courage redemption journey span century lifetime connect past future praise susanna kearsley sometimes author catch lightning bottle susanna kearsley done new york journal book deeply engaging romance compelling historical novel bernard cornwell author last kingdom kearsley nothing less magician weaving together past present yet another marvellous genrebending romantic mysterious utterly unputdownable novel j rose author seduction stay long put deft touch historical intrigue matched delivery contemporary heroine unique memorable deanna raybourn author dark enquiry fascinating immersive twisty twist plot character time diana gabaldon author outlander series
magic,magic is the mesmerizing new novel from danielle steel whose many 1 new york times bestselling tales have made her one of americas most beloved writers,romance,2016,danielle steel,magic mesmerizing new novel danielle steel whose many 1 new york time bestselling tale made one america beloved writer
the last kiss goodbye,assisting a hysterical woman who claims she was forced to commit murder serial killer expert dr charlotte stone remembering a similar claim by a mental patient reluctantly taps her psychic powers to uncover the work of a sadistic serial killer while struggling with torn feelings between her murderous ghost lover and special agent tony bartoli,romance,2013,karen robards,assisting hysterical woman claim forced commit murder serial killer expert dr charlotte stone remembering similar claim mental patient reluctantly tap psychic power uncover work sadistic serial killer struggling torn feeling murderous ghost lover special agent tony bartoli
virgin river,recently widowed melinda monroe may have come to virgin river looking for escape from her heartache but instead she finds her home,romance,2019,robyn carr,recently widowed melinda monroe may come virgin river looking escape heartache instead find home
the darkest lie,gideon the keeper of the demon of lies knows instantly whenever anyone speaks false and suffers whenever he speaks the truth yet when he captures scarlet a demonpossessed immortal who claims to be his wife gideon knows she tells the truth yet cant remember weddingor beddingher,romance,2010,gena showalter,gideon keeper demon lie know instantly whenever anyone speaks false suffers whenever speaks truth yet capture scarlet demonpossessed immortal claim wife gideon know tell truth yet cant remember weddingor beddingher
willow brook road,spirited spontaneous carrie winters has grown up under the watchful eyes of not only her grandfather mick obrien but the entire town of chesapeake shores as if that werent enough pressure carrie finds herself drawn to sexy griefstricken sam winslow who is yearning for someone to help him raise the nephew whos unexpectedly come into his life after a tragedy,romance,2015,sherryl woods,spirited spontaneous carrie winter grown watchful eye grandfather mick obrien entire town chesapeake shore werent enough pressure carrie find drawn sexy griefstricken sam winslow yearning someone help raise nephew who unexpectedly come life tragedy
bride of the tiger,bride of the tiger by heather graham pozzessere released on feb 23 1996 is available now for purchase,romance,1996,heather graham pozzessere,bride tiger heather graham pozzessere released feb 23 1996 available purchase
the play,a brandnew standalone novel in the new york times bestselling briar u series by elle kennedy,romance,2019,elle kennedy,brandnew standalone novel new york time bestselling briar u series elle kennedy
the rana look,a new york times bestseller rana ramsey had a look a style that went beyond beauty that had made her a modeling legend but when she began to feel like an object always sought after but not for herself she ran to a rickety boarding house in a small texas town where nobody knew her and she could be somebody else then quarterback trent gamblin chose to recuperate just down the hall and rana learned she couldnt hide from the world forever available in basic 5 and 6,romance,2002,sandra brown,new york time bestseller rana ramsey look style went beyond beauty made modeling legend began feel like object always sought ran rickety boarding house small texas town nobody knew could somebody else quarterback trent gamblin chose recuperate hall rana learned couldnt hide world forever available basic 5 6
swipe right,god wants you to have amazing sex there is nothing more powerful on earth than the forces of love sex and romance in fact relationships are a matter of lifeanddeath importance so how you can train today for the relationship you want tomorrow in swipe right levi lusko shares with raw honesty from his own life experiences and gods word how to regretproof your marriage bed and your deathbed resist settling for instant pleasure by discovering what your heart really longs for learn how to avoid and treat sexual scars by careful living today turn the clumsy sex talk with your child into dialogue that leads to wise choices transform a stagnant marriage by trading predictable nearness for mindblowing intimacy gods dreams for your life are not intended to kill your joy but to enhance it whether youre fed up with dating and hooking up as usual tired of being single numb because of porn and casual sex or curious about how to improve your marriage this book is for you praise for swipe right its my hope that whoever reads this will have their thoughts of the heart as seriously provoked as mine have been ryan good producer writer and entrepreneur its a perspective i believe we need now more than ever steven furtick pastor elevation church and new york times bestselling author one day someday there will be a day where you will need the downtoearth wisdom in this book like you will oxygen joel houston songwriter hillsong united and pastor hillsong nyc swipe right isnt just another book of hownottos but an honest gritty and realtime approach to navigating dating sex and romance with our souls and sanity intact judah smith lead pastor the city church and new york times bestselling author of jesus is _____ swipe right is a timely wonderful prophetic and needed message for our generation christine caine founder of the a21 campaign and bestselling author of unashamed if you are wondering what gods plans are for your love life or leading those in search of his plan for theirs you need this book louie giglio pastor of passion city church founder of passion conferences and author of the comeback this is a good book study it ponder it and if you know a fifteenyearold tell them to read it max lucado new york times bestselling author we need the swipe right message now more than ever before lysa terkeurst new york times bestselling author and president of proverbs 31 ministries this is more than just a book its a life jacket  chris tomlin grammy awardwinning musician and author of good good father levi shows that god will light our way if we allow him to carl lentz pastor hillsong nyc funny and engaging while simultaneously practical and hardhitting craig groeschel pastor of lifechurch and author of from this day forward,romance,2017,levi lusko,god want amazing sex nothing powerful earth force love sex romance fact relationship matter lifeanddeath importance train today relationship want tomorrow swipe right levi lusko share raw honesty life experience god word regretproof marriage bed deathbed resist settling instant pleasure discovering heart really longs learn avoid treat sexual scar careful living today turn clumsy sex talk child dialogue lead wise choice transform stagnant marriage trading predictable nearness mindblowing intimacy god dream life intended kill joy enhance whether youre fed dating hooking usual tired single numb porn casual sex curious improve marriage book praise swipe right hope whoever read thought heart seriously provoked mine ryan good producer writer entrepreneur perspective believe need ever steven furtick pastor elevation church new york time bestselling author one day someday day need downtoearth wisdom book like oxygen joel houston songwriter hillsong united pastor hillsong nyc swipe right isnt another book hownottos honest gritty realtime approach navigating dating sex romance soul sanity intact judah smith lead pastor city church new york time bestselling author jesus swipe right timely wonderful prophetic needed message generation christine caine founder a21 campaign bestselling author unashamed wondering god plan love life leading search plan need book louie giglio pastor passion city church founder passion conference author comeback good book study ponder know fifteenyearold tell read max lucado new york time bestselling author need swipe right message ever lysa terkeurst new york time bestselling author president proverb 31 ministry book life jacket chris tomlin grammy awardwinning musician author good good father levi show god light way allow carl lentz pastor hillsong nyc funny engaging simultaneously practical hardhitting craig groeschel pastor lifechurch author day forward
dating game,when her husband of twentyfour years unexpectedly divorces her a devastated paris armstrong struggles to overcome a broken heart and the disappointment of single life,romance,2003,danielle steel,husband twentyfour year unexpectedly divorce devastated paris armstrong struggle overcome broken heart disappointment single life
caged in winter,in this emotional and sexy new adult debut from brighton walsh the only thing more frightening than commitment is hope aspiring chef cade maxwell is immediately viscerally attracted to winter jacobson but its not her mouthwatering curves hes drawn toits the strange emptiness in her eyes when cade saves her from a drunken customer with grabby hands hes shocked at her response winter doesnt need cades help after a lifetime of getting by on her own shes happy to rely on herself shes exactly seventysix days away from graduating college and if she can hold it together that long shell finally be able to rise above the crappy hand she was dealt but now every time she turns around cade is there ready to push her smile at her distract her from her plans winter knows she cant afford to open upespecially to a man shes terrified to actually want,romance,2014,brighton walsh,emotional sexy new adult debut brighton walsh thing frightening commitment hope aspiring chef cade maxwell immediately viscerally attracted winter jacobson mouthwatering curve he drawn toits strange emptiness eye cade save drunken customer grabby hand he shocked response winter doesnt need cades help lifetime getting shes happy rely shes exactly seventysix day away graduating college hold together long shell finally able rise crappy hand dealt every time turn around cade ready push smile distract plan winter know cant afford open upespecially man shes terrified actually want
chasing perfect,when she settles down in fools gold california city planner charity jones who has a past rife with romantic disasters is tempted to take a chance on the towns most famous resident former worldclass cyclist josh golden,romance,2010,susan mallery,settle fool gold california city planner charity jones past rife romantic disaster tempted take chance town famous resident former worldclass cyclist josh golden
texas lucky,following a suspicious fire at his familys ranch ladies man lucky tyler framed by old enemies must find devon haines the beautiful redhead he had rescued at a seedy bar and his only alibi in proving his innocence romance,romance,2008,sandra brown,following suspicious fire family ranch lady man lucky tyler framed old enemy must find devon haines beautiful redhead rescued seedy bar alibi proving innocence romance
sons and lovers,a provocative portrait of an artist torn between love for his possessive mother and desire for two young beautiful women it is also the story of paul morels growing into manhood torn by both inner and outer conflict,romance,1977,david herbert lawrence,provocative portrait artist torn love possessive mother desire two young beautiful woman also story paul morel growing manhood torn inner outer conflict
tara road,thanks to a chance phone call ria from dublin and marilyn from new england switch houses for the summer with extraordinary results when they are drawn into lifestyles vastly different than their own,romance,1999,maeve binchy,thanks chance phone call ria dublin marilyn new england switch house summer extraordinary result drawn lifestyle vastly different
gabriels angel,pregnant alone and on the run to protect her unborn child laura malone finds herself stranded on a snowy colorado road and at the mercy of gabriel bradley,romance,1989,nora roberts,pregnant alone run protect unborn child laura malone find stranded snowy colorado road mercy gabriel bradley
unfinished business,its been twelve years but very little in hyattown maryland has changed vanessa sexton has finally come home to the small town after having her heart shattered all those years ago by her high school sweetheart brady tucker but the once reckless boy has become a solid dependable man can she ever trust him again,romance,2019,nora roberts,twelve year little hyattown maryland changed vanessa sexton finally come home small town heart shattered year ago high school sweetheart brady tucker reckless boy become solid dependable man ever trust
the risk,book two in the briar u series by new york times bestselling author elle kennedy,romance,2019,elle kennedy,book two briar u series new york time bestselling author elle kennedy
the little paris bookshop,translated from the german by simon pare this is an internationally bestselling novel about the distance one man will travel for the sake of love and friendship with appeal to fans of the elegance of the hedgehog and the unlikely pilgrimmage of harold fry the international bestseller translated from the german by simon pare on a beautifully restored barge on the seine jean perdu runs a bookshop or rather a literary apothecary for this bookseller possesses a rare gift for sensing which books will soothe the troubled souls of his customers the only person he is unable to cure it seems is himself he has nursed a broken heart ever since the night twentyone years ago when the love of his life fled paris leaving behind a handwritten letter that he has never dared read his memories and his love have been gathering dust  until now the arrival of an enigmatic new neighbour in his eccentric apartment building on rue montagnard inspires jean to unlock his heart unmoor the floating bookshop and set off for provence in search of the past and his beloved,romance,2015,nina george,translated german simon pare internationally bestselling novel distance one man travel sake love friendship appeal fan elegance hedgehog unlikely pilgrimmage harold fry international bestseller translated german simon pare beautifully restored barge seine jean perdu run bookshop rather literary apothecary bookseller possesses rare gift sensing book soothe troubled soul customer person unable cure seems nursed broken heart ever since night twentyone year ago love life fled paris leaving behind handwritten letter never dared read memory love gathering dust arrival enigmatic new neighbour eccentric apartment building rue montagnard inspires jean unlock heart unmoor floating bookshop set provence search past beloved
anne,while investigating a mysterious death at the resort where she works anne succeeds also in catching the attention of mark an attorney but her emotions are torn between her interest in mark and the fact he is not a christian,romance,1984,muriel canfield,investigating mysterious death resort work anne succeeds also catching attention mark attorney emotion torn interest mark fact christian
a kiss of fate,from the majestic mansions of 18thcentury london to the mistshrouded wilds of the scottish highlands bestselling author mary jo putney brings readers her most breathtaking romantic adventure yet,romance,2004,mary jo putney,majestic mansion 18thcentury london mistshrouded wild scottish highland bestselling author mary jo putney brings reader breathtaking romantic adventure yet
pretty reckless,they say revenge is a dish best served cold penn scully has had four years to stew on what daria followhill did to him and now his heart is completely iced over he took her first kiss and she took away the only person he ever loved he asked her to save the rest of her firsts for him and she walked all over his heart in stiletto heels and left it bleeding out on a bright summer day now everything has changed when circumstances leave penn homeless in his senior year the followhills take him in as their latest shiny project that means for the time being hes darias housemate living right across the hall and once he sees her again hes determined to make this spoiled princess pay for ruining the only good thing in his life but daria is used to being misunderstood being slammed for every snarky comment cynical eye roll and foot she puts in the way of the people who hurt her being the girl everyone wants to see cry and keeping her tears hidden penn wanted her firsts but she wants to be his last everything the problem is once they see past each others cutting barbs and wounded hearts the truths they uncover might just start something new altogether,romance,2023,l j shen,say revenge dish best served cold penn scully four year stew daria followhill heart completely iced took first kiss took away person ever loved asked save rest first walked heart stiletto heel left bleeding bright summer day everything changed circumstance leave penn homeless senior year followhills take latest shiny project mean time he darias housemate living right across hall see he determined make spoiled princess pay ruining good thing life daria used misunderstood slammed every snarky comment cynical eye roll foot put way people hurt girl everyone want see cry keeping tear hidden penn wanted first want last everything problem see past others cutting barb wounded heart truth uncover might start something new altogether
home front,from a distance michael and jolene zarkades seem to have it all a solid dependable marriage exciting careers and children they adore but after 12 blissful years together the couple has lost their way they are unhappy and edging towards divorce then an unexpected deployment tears their already fragile family apart,romance,2014,kristin hannah,distance michael jolene zarkades seem solid dependable marriage exciting career child adore 12 blissful year together couple lost way unhappy edging towards divorce unexpected deployment tear already fragile family apart
maid for love,with more than 15 million copies of the new york times bestselling mccarthys of gansett island series sold since maid for love debuted in april 2011 this series has quickly become a fan favorite the mccarthys of gansett island book 1 maddie chester is determined to leave her hometown of gansett island a place that has brought her only bad memories and ugly rumors then shes knocked off her bike on the way to her housekeeping job at mccarthys resort hotel by gansetts favorite son mac mccarthy hes back in town to help his father with preparations to sell the family resort and has no intention of staying long when mac accidentally sends maddie flying over the handlebars badly injuring her he moves in to nurse her back to health and help care for her young son he soon realizes his plans for a hitandrun visit to the island are in serious jeopardy and he just may be maid for love the mccarthys of gansett island series book 1 maid for love book 2 fool for love book 3 ready for love book 4 falling for love book 5 hoping for love book 6 season for love book 7 longing for love book 8 waiting for love book 9 time for love book 10 meant for love book 105 chance for love a gansett island novella book 11 gansett after dark book 12 kisses after dark book 13 love after dark,romance,2016,marie force,15 million copy new york time bestselling mccarthy gansett island series sold since maid love debuted april 2011 series quickly become fan favorite mccarthy gansett island book 1 maddie chester determined leave hometown gansett island place brought bad memory ugly rumor shes knocked bike way housekeeping job mccarthy resort hotel gansetts favorite son mac mccarthy he back town help father preparation sell family resort intention staying long mac accidentally sends maddie flying handlebar badly injuring move nurse back health help care young son soon realizes plan hitandrun visit island serious jeopardy may maid love mccarthy gansett island series book 1 maid love book 2 fool love book 3 ready love book 4 falling love book 5 hoping love book 6 season love book 7 longing love book 8 waiting love book 9 time love book 10 meant love book 105 chance love gansett island novella book 11 gansett dark book 12 kiss dark book 13 love dark
the chase,everyone says opposites attract and they must be right because theres no logical reason why im so drawn to colin fitzgerald i dont usually go for tattoocovered videogaming hockeyplaying nerdjocks who think im flighty and superficial his narrow view of me is the first strike against him it doesnt help that hes buddybuddy with my brother and that his best friend has a crush on me and that i just moved in with them oh did i not mention were roommates i suppose it doesnt matter fitzy has made it clear hes not interested in me even though the sparks between us are liable to burn our house down im not the kind of girl who chases after a man though and im not about to start ive got my hands full dealing with a new school a sleazy professor and an uncertain future so if my sexy brooding roomie wises up and realizes what hes missing he knows where to find me,romance,2018,elle kennedy,everyone say opposite attract must right there logical reason im drawn colin fitzgerald dont usually go tattoocovered videogaming hockeyplaying nerdjocks think im flighty superficial narrow view first strike doesnt help he buddybuddy brother best friend crush moved oh mention roommate suppose doesnt matter fitzy made clear he interested even though spark u liable burn house im kind girl chase man though im start ive got hand full dealing new school sleazy professor uncertain future sexy brooding roomie wise realizes he missing know find
the bartered bride,from the exotic temptations of the orient to the ruthless grandeur of 19thcentury london bestselling author putney embarks on a romantic journey that begins with a daring act of courage,romance,2002,mary jo putney,exotic temptation orient ruthless grandeur 19thcentury london bestselling author putney embarks romantic journey begin daring act courage
betrayed birthright,your usual abandoned kid grows up gets rich finds his mother story but this young man is half lakota indian and finds his mother living on her native lands with a young lakota girl that shed help raise after her sons uncle kidnapped him and his sister there are a few unexpected details in this book  the use of the lakota language and details about the indian tribes,romance,2005,sheri whitefeather,usual abandoned kid grows get rich find mother story young man half lakota indian find mother living native land young lakota girl shed help raise son uncle kidnapped sister unexpected detail book use lakota language detail indian tribe
wife 101,final exam  question 1 is an independent woman destined to remain single forever or can a wife training course turn a mess into a mrs,romance,2011,andrea j wilson,final exam question 1 independent woman destined remain single forever wife training course turn mess mr
lady of fortune,young mariechristine destelle was stripped of title family and fortune by the french revolution but after her escape to england she faced even greater danger at the hands of lord radcliffe whose lustfilled demand that she be his bride filled her with loathing there was only one way out for christa fleeing to regency london little did she expect that her disguise as a servant in the household of lord kingsley would put a heartbreaking gap between her and the irresistible viscount,romance,2006,mary jo putney,young mariechristine destelle stripped title family fortune french revolution escape england faced even greater danger hand lord radcliffe whose lustfilled demand bride filled loathing one way christa fleeing regency london little expect disguise servant household lord kingsley would put heartbreaking gap irresistible viscount
all your perfects,can a love story with a perfect beginning survive a lifetime between two imperfect people from the bestselling author of it ends with us then the last thing quinn expected was to meet the love of her life just outside her fiancés front door a year after leaving behind their cheating partners quinn and graham are in a perfect relationship that seems designed by fate now seven years later their perfect love is threatened by their imperfect marriage the memories mistakes and dreams that they have built up over the years are tearing them apart the one thing that could save them might also be the very thing that pushes their marriage past the point of no return written with the same emotional depth and keen insight that made colleen hoovers it ends with us and ugly love instant new york times bestsellers all your perfects is a powerfully moving story about a broken couple whose future hinges on promises made in the past reminding us that the enduring power of love is the ultimate saviour praise for all your perfects colleen hoover returns with an emotionally raw pageturner us weekly colleen hoover crafts the unraveling of a marriage with brutal unflinching honesty the genius is in how she stitches together the perfect ending this is one beautiful story tracey garvis graves author of the girl he used to know a poignant love story  with hoovers evocative style readers will experience the emotion of this story while sympathising with both quinn and graham booklist,romance,2022,colleen hoover,love story perfect beginning survive lifetime two imperfect people bestselling author end u last thing quinn expected meet love life outside fiancés front door year leaving behind cheating partner quinn graham perfect relationship seems designed fate seven year later perfect love threatened imperfect marriage memory mistake dream built year tearing apart one thing could save might also thing push marriage past point return written emotional depth keen insight made colleen hoover end u ugly love instant new york time bestseller perfect powerfully moving story broken couple whose future hinge promise made past reminding u enduring power love ultimate saviour praise perfect colleen hoover return emotionally raw pageturner u weekly colleen hoover craft unraveling marriage brutal unflinching honesty genius stitch together perfect ending one beautiful story tracey garvis graf author girl used know poignant love story hoover evocative style reader experience emotion story sympathising quinn graham booklist
yours until dawn,blinded in battle an injury that costs him his beloved fiancée war hero gabriel fairchild lives as a recluse until the arrival of nurse samantha wickersham who sets out to heal not only his body but also his heart and mind,romance,2004,teresa medeiros,blinded battle injury cost beloved fiancée war hero gabriel fairchild life recluse arrival nurse samantha wickersham set heal body also heart mind
the dogs and the wolves,a wonderful panoramic novel and an achingly poignant love story from the bestselling author of suite française,romance,2010,irène némirovsky,wonderful panoramic novel achingly poignant love story bestselling author suite française
morning is a long time coming,reprint orginally published new york dial press c1978,romance,1993,bette greene,reprint orginally published new york dial press c1978
the playboy and the nanny,the playboy and the nanny by anne mcallister released on nov 24 1998 is available now for purchase,romance,1998,anne mcallister,playboy nanny anne mcallister released nov 24 1998 available purchase
29 dates,seventeenyearold jisus parents send her from south korea to san francisco for a fresh academic start and to continue going on arranged dates with men of her social class  provided by publisher,romance,2018,melissa de la cruz,seventeenyearold jisus parent send south korea san francisco fresh academic start continue going arranged date men social class provided publisher
eden close,andrew an advertising executive in his mid30s returns to his hometown in upstate new york for his mothers funeral he does not intend to stay in the slow rural backwater he left seventeen years before but the dreams and memories persist and in the darkened farmhouse he relives that hot bloody night when eden close was blinded  by the same gun that killed her father the enigmatic eden had been andrews childhood companion together the two roamed summer cornfields smoked their first forbidden cigarettes skated fished and fought until the tomboy turned temptress  then their friendship ended now despite warnings andrew is drawn again to this lost blind girl of his youth drawn to save her from the cruel neglect she has endured for seventeen sightless years without him but first he must discover the grisly truth about that night   ,romance,1994,anita shreve,andrew advertising executive mid30s return hometown upstate new york mother funeral intend stay slow rural backwater left seventeen year dream memory persist darkened farmhouse relives hot bloody night eden close blinded gun killed father enigmatic eden andrew childhood companion together two roamed summer cornfield smoked first forbidden cigarette skated fished fought tomboy turned temptress friendship ended despite warning andrew drawn lost blind girl youth drawn save cruel neglect endured seventeen sightless year without first must discover grisly truth night
the prince of broadway,in the second novel in joanna shupes the uptown girl series a ruthless casino owner bent on revenge finds his plans upended by a beautiful women who proves to be more determined than he isand too irresistible to deny powerful casino owner ruthless mastermind destroyer of men he lives in the shadows    as the owner of the citys most exclusive casino clayton madden holds the fortunes of prominent families in the palms of his hands every night there is one particular family he burns to ruin however one that has escaped his grasp    until now she is societys darling    florence greene is no ones fool she knows clayton madden is using her to ruin her prestigious family    and shes using him right back she plans to learn all she can from the mysterious casino ownerthen open a casino of her own just for women with revenge on his mind clay agrees to mentor florence however she soon proves more adeptand more alluringthan clay bargained for when his plans are threatened clay must decide if he is willing to gamble his empire on love,romance,2019,joanna shupe,second novel joanna shupes uptown girl series ruthless casino owner bent revenge find plan upended beautiful woman prof determined isand irresistible deny powerful casino owner ruthless mastermind destroyer men life shadow owner city exclusive casino clayton madden hold fortune prominent family palm hand every night one particular family burn ruin however one escaped grasp society darling florence greene one fool know clayton madden using ruin prestigious family shes using right back plan learn mysterious casino ownerthen open casino woman revenge mind clay agrees mentor florence however soon prof adeptand alluringthan clay bargained plan threatened clay must decide willing gamble empire love
our chemical hearts,love is never quite what you expect henry page fancies himself quite a romantic but he has yet to find the slomo heart palpitating cant eatcant sleep kind of love that hes been hoping for but then grace town walks into his class and he knows everythings about to change grace isnt who henry pictured as his dream girl  she walks with a cane wears oversized boys clothes and rarely seems to shower but when grace and henry are chosen to coedit the school paper he quickly finds himself falling for her its obvious theres something broken about grace but henry wants nothing more than to help her put the pieces back together again equal parts wit and heartbreak this is a potent powerful portrait of the bittersweet bliss that is first loveback cover,romance,2022,krystal sutherland,love never quite expect henry page fancy quite romantic yet find slomo heart palpitating cant eatcant sleep kind love he hoping grace town walk class know everythings change grace isnt henry pictured dream girl walk cane wear oversized boy clothes rarely seems shower grace henry chosen coedit school paper quickly find falling obvious there something broken grace henry want nothing help put piece back together equal part wit heartbreak potent powerful portrait bittersweet bliss first loveback cover
angel,all were orphans when they met in their teens in the late seventies and they vowed to be a family as they reunite at a film party in london it is rosalind madigan the angel of the title who holds them together an academy awardwinning designer blessed with innate goodness rosie is troubled by commitments that leave her feeling estranged from herself and her friends gavin ambrose a hollywood megastar a brilliant actorproducer whose personal life is not as successful as it appears nell jeffrey head of an international public relations firm and rosies best friend a glamorous woman having a secret love affair and kevin madigan rosies brother an undercover cop in the nypd crime intelligence division who specializes in fighting organized crime an assignment that threatens his life into their midst come a dashing french aristocrat and the worlds most successful popular singer two men who disruptand irrevocably transformthe family angel told with the power that only barbara taylor bradford can bring to the page this stunning novel is about a group of friendsand also about individuals who facing their own mortality must reevaluate their lives and strengthen their commitments exciting and moving it will fascinate you from beginning to end from the paperback edition,romance,1993,barbara taylor bradford,orphan met teen late seventy vowed family reunite film party london rosalind madigan angel title hold together academy awardwinning designer blessed innate goodness rosie troubled commitment leave feeling estranged friend gavin ambrose hollywood megastar brilliant actorproducer whose personal life successful appears nell jeffrey head international public relation firm rosies best friend glamorous woman secret love affair kevin madigan rosies brother undercover cop nypd crime intelligence division specializes fighting organized crime assignment threatens life midst come dashing french aristocrat world successful popular singer two men disruptand irrevocably transformthe family angel told power barbara taylor bradford bring page stunning novel group friendsand also individual facing mortality must reevaluate life strengthen commitment exciting moving fascinate beginning end paperback edition
anne of avonlea,in this sequel to anne of green gables teenage anne shirley becomes a schoolteacher in a small village on prince edward island,romance,1984,montgomery ian lucy maud montgomery,sequel anne green gable teenage anne shirley becomes schoolteacher small village prince edward island
pearl in the mist,living in the dumas family mansion ruby is enjoying the love of a father she has never known when her father dies she is left to contend with the cruelty of her stepmother and stepsister and has to find every piece of strength to reclaim her home,romance,1995,virginia andrews,living duma family mansion ruby enjoying love father never known father dy left contend cruelty stepmother stepsister find every piece strength reclaim home
demon rumm,it was the publicity stunt from hell as far as kirsten rumm was concerned she may have been writing the book about her late husband aeronautical daredevil demon rumm but she didnt see the need to play host to the arrogant badboy actor starring in the film versions title role still for the good of the project kirsten agreed to share her beachfront home with the impossibly sexy screen idol any other woman would do anything to be in her sandals but kirsten wasnt falling for rylan north even if he did play his role of male lead to perfection his downhome charm his gentleness and virile charisma might be seducing her in every sense of the word but he was an actor after all seducing an audience was his job rylan could have any woman he wanted so why was he so desperately pretending to want her from the moment he saw her rylan north knew that kirsten rumm was the woman hed been waiting all his life to cast as the star in his reallife love story what did it matter if he was every womans fantasy if he couldnt get kirsten to so much as glance his way hed caught the look of past hurt behind her skyblue eyesa dark secret that shadowed the sparkle rylan was determined to find out what tragedy held this passionate woman back from a second chance at love even if it cost him his reputation his career and his life but first hed have to get kirsten to act on her instincts    and to trust the fleshandblood man behind the fantasy,romance,2005,sandra brown,publicity stunt hell far kirsten rumm concerned may writing book late husband aeronautical daredevil demon rumm didnt see need play host arrogant badboy actor starring film version title role still good project kirsten agreed share beachfront home impossibly sexy screen idol woman would anything sandal kirsten wasnt falling rylan north even play role male lead perfection downhome charm gentleness virile charisma might seducing every sense word actor seducing audience job rylan could woman wanted desperately pretending want moment saw rylan north knew kirsten rumm woman hed waiting life cast star reallife love story matter every woman fantasy couldnt get kirsten much glance way hed caught look past hurt behind skyblue eyesa dark secret shadowed sparkle rylan determined find tragedy held passionate woman back second chance love even cost reputation career life first hed get kirsten act instinct trust fleshandblood man behind fantasy
five days in paris,follows the fiveday affair between a man and a woman in paris a relationship that decides the course of the rest of their lives reprint,romance,1997,danielle steel,follows fiveday affair man woman paris relationship decides course rest life reprint
devoted in death,when lieutenant eve dallas examines a body in a downtown manhattan alleyway the victims injuries are so extensive that she almost misses the clue carved into the skin is the shape of a heartand initials inside reading e and d  ellaloo and her boyfriend darryl had been separated while darryl was a guest of the state of oklahoma and now that his sentence has been served they dont ever intend to part again ellaloos got dreams and darryl believes there are better ways to achieve your dreams than working for them so they hit the road and when their car breaks down in arkansas they make plans to take someone elses then things get messy and they wind up killing someonean experience that stokes a fierce wild desire in ellaloo a desire for darryl and a desire to kill again as they cross state lines on their way to new york to find the life they think they deserve they will leave a trail of evil behind them but now theyve landed in the jurisdiction of lieutenant dallas and her team at the new york police and security department and with her husband roarke at her side she has every intention of hunting them down and giving them what they truly deserve,romance,2016,j d robb,lieutenant eve dallas examines body downtown manhattan alleyway victim injury extensive almost miss clue carved skin shape heartand initial inside reading e ellaloo boyfriend darryl separated darryl guest state oklahoma sentence served dont ever intend part ellaloos got dream darryl belief better way achieve dream working hit road car break arkansas make plan take someone elses thing get messy wind killing someonean experience stokes fierce wild desire ellaloo desire darryl desire kill cross state line way new york find life think deserve leave trail evil behind theyve landed jurisdiction lieutenant dallas team new york police security department husband roarke side every intention hunting giving truly deserve
dream baby,by the year 2000 baby what have you resolved to do by the year 2000 millennium baby when a friend pregnant and desperate suggests that nora holloway adopt the baby it looks as if noras dream of celebrating the millennium with a family of her own may come true then the babys uncle shows up with a plan that doesnt include nora jake burdettes guilt over his brothers death wont allow him to break his promise to look after the child he wont allow a stranger to adopt his nephew but the more he learns about nora the less of a stranger she becomes,romance,1999,ann evans,year 2000 baby resolved year 2000 millennium baby friend pregnant desperate suggests nora holloway adopt baby look noras dream celebrating millennium family may come true baby uncle show plan doesnt include nora jake burdettes guilt brother death wont allow break promise look child wont allow stranger adopt nephew learns nora less stranger becomes
danger in the shadows,sara is terrified hidden away in the witness protection program shes falling in love with former pro football player adam black which is something that could get her killed fbi agent dave richman has his hands full keeping her safe from her sisters killer when events bring sara facetoface with terror will she rely on god for protection,romance,2002,dee henderson,sara terrified hidden away witness protection program shes falling love former pro football player adam black something could get killed fbi agent dave richman hand full keeping safe sister killer event bring sara facetoface terror rely god protection
